300	5.055	4.128
310	5.074	3.559
320	5.102	3.269
330	5.179	3.085
340	5.293	2.951
350	5.483	2.904
360	6.014	2.912
370	6.863	2.051
380	6.548	0.885
390	5.976	0.465
400	5.587	0.303
410	5.305	0.22
420	5.091	0.167
430	4.925	0.134
440	4.793	0.109
450	4.676	0.091
460	4.577	0.077
470	4.491	0.064
480	4.416	0.057
490	4.348	0.05
500	4.293	0.045
510	4.239	0.039
520	4.192	0.036
530	4.150	0.033
540	4.110	0.03
550	4.077	0.028
560	4.044	0.026
570	4.015	0.024
580	3.986	0.023
590	3.962	0.021
600	3.939	0.02

